text,label
D.H. And no criticism of the drugs or medical regime because they 're too frightened . ,fear
My boy-friend an I seperated on his initiative.,sadness
 I was told my girlfriend was speaking ill of me . That ’ s a real let-down . ,sadness
"That day I was alone at home after coming home from school.  I did not know where everyone else had gone, I kept waiting for them to come back and nobody came.  It was getting very late and I was terrified.",fear
 Have they set a date for the wedding ? ,neutral
 My pleasure . ,joy
"When two female classmates and I were having lunch, we chatted and  cracked jokes, I was very happy.  However, I felt that I may have  said something inappropriate which might cause them to have a bad  impression of me.",joy
how do you usually get to school ? ,neutral
You honestly believe the world ’ s improving every year ? ,neutral
"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers . ",sadness
There is indeed much disquiet at any delay in immediate fulfilment . ,fear
"When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) I'd taught her at 6 yrs, then at 12 yrs and hadn't seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council.",joy
"My father was away from home and he did not come back when he was expected, he came back several hours later than expected.",fear
 I ’ m so sorry to hear that . ,sadness
 You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! ,anger
"My mother and I had an argument over buying some clothes for me.  She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other.",anger
I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.,joy
Going to a friend's wedding and seeing many of my old friends whom I had known before I moved to a new district five years previously.,joy
 I guess you are right.But what shall we do ? I don't feel like sitting at home . ,neutral
"When my sister lost her only son, who was sixteen years old.  I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life.",sadness
 He is not answering . You'd better check his pulse and breathing . ,fear
He 's just happy to get on with it . ,joy
Blanche was disquieted but not sure why . ,fear
"My sister was impolite to my father when the family was having lunch together at a restaurant.  She thought that our parents had been prejudiced against her, this was an extreme thought.",sadness
wake up in the morning eat some flakes buck up go to work for poverty wages send your kids to #FEAR war get sick go broke repeat.,fear
 Can I get the black ball in ? ,joy
"` I think your friend Billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . "" ",anger
 Yes . ,neutral
"A good friend deceived me. Because of that little quarrel our relationship finished, mainly because she was not honest. I was very angry about that.",anger
A grief-stricken Mr Ellis said yesterday : ` It 's a nightmare . ,sadness
 Even if I was seriously ill you couldn't spare a moment . ,anger
When I failed an exam.,sadness
"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk.",joy
His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . ,fear
 This is a pity ! ,sadness
Going to Cowell Hospital and finding out tediously that I had a stress fracture. The anger came when the senile doctors found out 4 weeks later that I had 2 stress fractures in one foot and should have had crutches. I was in distinct pain and barely could walk to classes. They said it would be better in 2 weeks.,anger
Last week I had planned to play tennis and had booked a tennis court.   However when I arrived at the university gym the clerk told me that the court was being used for lessons.,anger
Going to a disco by myself to wait for some friends. We had separated and hadn't planned where to meet. I wasn't sure if they were even going to this place so I felt very conscious of being alone.,fear
 Me too . ,neutral
 It is depressing to hear the price goes higher and higher . ,sadness
"` Damn ! "" she muttered in exasperation . ",anger
When my boyfriend said he did not want to see me anymore (which turned out to be untrue).,sadness
I heard of the death of a closefriend of mine.  I had gone camping with him shortly before his death and the whole thing seemed very  sudden to me. ,sadness
" Oh no , Ari . I didn ’ t mean for you to pay for me when I invited you to go tonight . Let ’ s go Dutch . I ’ ll pay my own way . I insist . ",neutral
 When crossing the road you must always pay attention to what's around you . ,neutral
 oh . ,neutral
 No problem . ,neutral
"When I was a child, one day, I was going home late at night and I did not notice an uncovered man hole and fell in it.  I was in there for several minutes.",fear
"I felt so afraid when dad fell ill, he had never suffered from that disease since and I had never seen him as he was.",fear
Vertigo - standing on a ladder and painting the house.,fear
"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion . ",sadness
She was also worried about having to manage the farm by herself again . ,fear
"When I went home alone early in the morning, I had to go through a wood.",fear
When my brother (5th in the family) passed away.,sadness
When I had my four children.,joy
A good friend of mine died. During the funeral I felt an intense feeling of sadness.,sadness
Walter Matthau and Jack Lemon get miffed because her establishment will replace two of their favorite hang-outs .,anger
I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone.,fear
"Yet the dog had grown old and less capable , and one day the gillie had come and explained with great sorrow that the dog had suffered a stroke , and must be put down . ",sadness
 Now I know that something bad is up ! ,fear
"How often do parents say in exasperation , ` Oh , you 'll be the death of me "" ? ",anger
 Good bye ! ,neutral
"` It 's absolute nonsense , "" wails an exasperated spokesman . ",anger
But the behaviour of Reverend Prentice has only added to his anguish . ,sadness
" Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . ",neutral
"I was alone at home, a man forced the front door which was locked, forced and tried to open a window.",fear
"Or was it just fear that paralysed her , like a frightened rabbit ? ",fear
When I dreamt that my family was in trouble and was facing many difficulties.,fear
 It ’ s simply because the tins were damaged . ,anger
"When you kill yourself with work and see the number of slakers wandering around, doing nothing.",anger
" No , sir . ",neutral
"When I passed the last exam, which I had doudts about.",joy
I felt it when I was at home and saw a discussion without sense between my parents.,sadness
A friend of mine gave birth to a child. Very dangerous delivery. I was afraid for her and for the baby.,fear
When my family allowed me to do higher studies.,joy
The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon.,sadness
When I got to know about the reaction of a friend of mine in a certain situation.  I had not expected him to react that way.,anger
Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.,fear
 It's leap my mind . I really feel terrible about it . ,sadness
 I got robbed ! ,sadness
When my mother died.,sadness
"He says that Childine must survive because it has proved itself a lifeline for thousands of frightened , lonely and distressed children . ",fear
I did it! I conquered nerves and . THANK YOU SO MUCH @solzahran for learning the song #AsISang. lol appreciate it :),joy
" Oh , that scared me . ",fear
" it was also a proud day for me , but I also felt like a kind of loss that day . ",sadness
" This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . ",anger
When we rearranged furniture in our flat and got stuck in a chair.,anger
Auguste shot him an indignant glance . ,anger
The day the results of the certificate exam came out.  I went to school and at first I did not feel frightened.  By the time I reached the fourth floor ( the results were being given on the fifth floor) I found it difficult to walk and felt that I would die.,fear
" Oh , darn . Look what I've done . ( Spill the drink ) ",sadness
 We ’ re doomed ! ,anger
"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other.",sadness
"Eating biscuits and drinking Milo (Chocolate energy drink made with milk and usually drunk warm) with my friend at College. We get on really well, don't withold any feelings about each other's friends and are pretty good at cheering each other up when we are homesick.",joy
I dreamt of my father's death while I was at secondary school.  I was screaming at the top of my voice and was woken up by my friend.  That day I was really sad.,sadness
"I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.",joy
" Good , happy birthday to you ! ",joy
 So he had the boxes wrapped in plastic . ,neutral
The editor changed the heading of an article that I had written.  He considered the heading to be derogatory towards the person I had written about.,anger
But he still feels miffed and mystified as to why manager Kevin Keegan discarded him so readily from St James ' Park and why no other Premier League clubs were willing to hire his lethal skills . ,anger
"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain this . "" ",anger
 See you . ,neutral
When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,anger
 Very well . If I leave I'll miss you . ,joy
 Thank you . ,joy
Passing a very difficult examination which I didn't expect - MCE.,joy
Your brand new car is so excellent . I like it very much . ,joy
" I am very happy , too . It was a big game and I won . ",joy
 It seems quite normal to me . It is pretty much what I want to do . ,neutral
I lost a close friend.,sadness
"My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively.",sadness
 Hehe .. sure ,neutral
This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.,sadness
My father recently having a heart attack - spending a few months in hospital.,sadness
" Shut up . You should think how to make fortunes , not look for a squabble . ",anger
"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back.",anger
A boy I had been admiring so much asked me to go out with him.,joy
 You only say that because you don't have to work with him.The people in your department seem so capable and nice to be around.Take Mary for example.She ' s smart and enthusiastic . I've never met anyone as cheery as she is . ,anger
"When my fiancee travelled 2000 Km to visit me, and I hadn't seen her for 4 months.",joy
 Where ? ,neutral
" you mean you got working experience , right ? ",neutral
freak that cockroach who flew during choir practice. #cockroach #anything else but cockroach NOT!!!!,fear
What would you be doing right now if you wasn't afraid... Don't let stop you!!!!,fear
When my mother quarrelled with my aunt over me.,anger
" Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . ",neutral
"I felt anger of a friend when she met \a date\"" and become nervous and pest as she always gets when she meets him.""",anger
" Oh , no . ",neutral
An exasperated Galileo was able to show up the inadequacy of his rival 's position in a characteristically witty way . ,anger
 Here it is . ,neutral
She didn't look quite so indignant as she 'd looked before . ,anger
"After hearing the news about the death of my sister, I felt very sad.",sadness
 Are you sure there are no more open classes ? ,neutral
" It was nice to see you , too.And please give my regards to Mrs.Robbins . ",neutral
"i should clarify: we're winning the *game* of terror, not the war on it. america terrorizes like fucking no one does. still, plenty to ",fear
How about going to hear a country-and-western singer tonight ? ,joy
" Great , here are some flowers for you . I hope you like them . I was not sure if the color will suit your new apartment . ",joy
` There is exasperation that it is taking so long . ,anger
Fuck.! Only a girl's anger on your silly questions can make you sweat in temperature near 12°C..! or #thrill #youprefer,fear
 I have been working on it for a whole month and it's too late to write another . Just think of all my hard work that goes for nothing . How could I do such a thing ? ,sadness
Lili was getting exasperated . ,anger
 I am not feeling well,sadness
" in the morning,  in the evening. It's been a good day.",fear
"In his meeting with Bush , zal reportedly sought to express his disquiet about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 "" . ",fear
When my son returned from mountaineering - healthy in body and soul.,joy
"A close relative of mine underwent a difficult operation, and everything turned out fine.",joy
 You said you were only going to window shop ! ,anger
" Oh , my god . ",sadness
"I got into an argument with a photographer for whom I had to pose twelve times, over  a period of four weeks, before I could get a snap of mine.  Every time the film was processed my snap did not come out although the others did.",anger
 I will be all right soon . I was terrified when I watched them fall from the wire . ,neutral
" He took all my things , but he didn't hurt me . ",sadness
Doing unexpectedly well in an exam.,joy
" Not bad.Li Hong , I am sorry that I can ’ t go to see Mrs.Brown with you tomorrow morning.My mother is ill . I must take care of her . ",sadness
"Audiences were thrilled , box office cash registers jingled and careers were made . ",joy
"Instead , I made my way back along the sand , watching some evidently exhilarated surfers . ",joy
Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . ,sadness
" Oh , I see . ",neutral
I can wait to see the return of factor tomorrow. My wife however is not,fear
When the doctor told me that there was something wrong with my eye and I had to undergo an operation.,fear
"Do you like traveling , Kathy ? ",neutral
At the end of my senior yr . in high school I found out that a friend of mine I knew had cancer had been diagnosed as terminally ill.,sadness
"Climbing a mountain where the rocks were very loose. When we realized the danger, we were very high up, but still had a long climb ahead.",fear
I experienced it once when we were on a drive. Our car passed by the one comming from the opposite direction at an incredibly small distance.,fear
He is cross at having to come here when his time with Enid is so short . ,anger
Torres' Entrance strikes fear into the supporters behind the Chelsea net. of being hit.,fear
"At an undeserved attitude toward a man, when human personality is not treated decently.",anger
He felt both elated and frightened . ,joy
"I want to change rooms . In fact , I want a refund for tonight ! ",anger
When I learned that two of my friends had had a serious car accident.,sadness
"She disliked the intimacy he showed towards some of them , was resentful of the memories they shared of which she was not a part , and felt excluded . ",anger
But Miss Van Cheele was terribly sad about Gabriel-Ernest . ,sadness
 Tarzan . ,neutral
Charlotte looked at Ursula and saw a frozen expression of horror on her face . ,fear
"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds  (security guards) were busy eating the food that was supposed to be for me.",anger
 Is it ? ,neutral
 Sure . Where shall I meet you ? ,joy
" I see . Oh , wait . Ma'am , I'm sorry . These slacks were on sale . ",sadness
 There is no need to be so frustrated . ,neutral
Being mistreated by other people.,anger
" I apologize , and I'll make sure he doesn't do that again . ",sadness
"When the others did not do their bit of work on a group assignment task, and I had to do all the work.",anger
Having a car accident.,fear
Liz suppressed her annoyance before it could take hold . ,anger
 Just get out of my face ! ,anger
 You said the same thing three months ago . ,anger
I was going to go on a vacation to Texas this summer but was unable to go because of registration.,sadness
 Thanks for the invitation . I will ! ,joy
I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot.,anger
 See you . ,neutral
You 're frightened to go to sleep . ,fear
"I was walking alone in the street late at night (2.30 am). It was very quiet. Then a man approached me and said \Hello\"".""",fear
 Leave me alone ! ,anger
 Dream on ! ,neutral
When I found out that I had passed the last two exams by a margin of three marks.,joy
When my boyfriend and I made up.,joy
"Spending the nitht with close friends, after being away (out of Nijmegen) for a while.",joy
"My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.",fear
 I pressed the emergency button ! And then I stayed in the elevator waiting for the rescue . ,fear
She felt guilty when she sensed Beth 's deep sadness . ,sadness
While dancing in a restaurant last week.,joy
 Do you want to borrow my coat ? I have a black coat that would look smashing on you . ,joy
Sir : I am writing to say how delighted I am with your magazine ! ,joy
 I'm not . I just don't feel like drinking whole milk today . Why ? Do you think I'm fat ? ,neutral
"My friend was pregnant, but lost her child during the second month. I went to see her at hospital - she was crying. I felt very sorry for her.",sadness
"The day I got to know that I would get a shared dwelling with my boyfriend.  My parents place was getting a little crowded with my growing bother wanting a room to himself.  I first felt doubt, then joy, but also sadness.  The feeling of joy was the strongest.",joy
I suddenly found that those whom I considered to be my good friends did not care for me.  Although I could still be with them I felt unimportant.  I deeply thought about the reason behind this so as to see who was responsible for this.  Finally I made up my mind and decided not to expect too much from them.  I was sad when I decided that they were no longer my good friends.,sadness
When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university.  I was satisfied and happy and the cumulative anxiety disappeared.  I only wanted to cry out that I had succeeded.,joy
When planning to marry.,joy
When the lady who is now my wife accepted my proposal to be my lover and future wife.,joy
"Sorry , I'm late . ",sadness
I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.,fear
She looked into his eyes and saw terrible pain and inconsolable grief . ,sadness
 Ok . Take care . Have a nice journey . ,joy
 Why not ? ,neutral
" I'm very sorry , sir . I'll ask the manager to take care of this . ",sadness
I received the message that I'd been accepted at the school where I really wanted to go.,joy
Could not find my way out in the college building at night.,fear
" Thank you , I just tried my best . I am very happy to know you like it . ",joy
 Of course . ,neutral
"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain.",anger
" Really , because spicy food is my favorite . ",sadness
 It ’ s a wonderful Spanish style . ,joy
 I just don ’ t want to play table tennis any more . ,sadness
"When in a car accident where car was total wipe off (wipe out, or write off).",fear
" I'm sorry , this is our rock bottom price . ",sadness
"` If you don't help me , I shall make you more miserable than you have ever been in your life . ",sadness
"In a confrontation with a person, he provoked me several times till I reacted in an angry way.  Fortunately there were no disastrous consequences.",anger
"With such obvious delight in food , it 's hard to see how Blanc remains so slim . ",joy
"Lissa gazed up at him , at his vexed expression , and tried to quell the smile that pulled at her lips . ",anger
I became concerned when I saw my husband becoming a different person . ,fear
" Look , traffic jam again ! ",anger
My son passed grade 7 and was accepted for form I.,joy
The Doctor looked horrified . ,fear
"He chuckled , delighted at having amazed her . ",joy
Ah ! No ! Damn it ! ,anger
Todd showed delight in simple songs and reverence when invited to pray . ,joy
"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",fear
 Why ? ,neutral
 I am feeling super,joy
Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.,fear
 Yup . ,neutral
She was agitated ; there were a few tears . ,fear
"He made a good living , and seemed resentful of his wife 's decision to take in a lodger . ",anger
not when fear not why fear not much while we're alive.. Fear not die I'll be alive for a million year #ByeBye #lyrics #quotes,fear
I'm about to eat Taco Bell for the first time in over 10 years. ,fear
"I wanted to be pregnant and did not succeed, so I was depressed    at every menstruation.",sadness
Do you have any idea what time it is ? ,anger
Mr Jones exploded in anger . ,anger
 Okay . ,neutral
 Just get out of my face ! ,anger
"The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc.",sadness
"@notMarcStaal I'd offer to do a strip tease, but my wife is currently hormonal and might kill me. ",fear
 It's C261 . ,neutral
 that ’ s true . I ’ m wondering did you learn anything from the job ? ,neutral
Guinness is particularly pleased that its own employees can participate in these programmes through matched giving schemes . ,joy
Lady Cross 's family was too grief-stricken to attend the trial . ,sadness
"Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth.",joy
The newcomers feel cold shouldered by the local population on occasions and become resentful of their almost tribal clannishness . ,anger
Relating to my closest family.,joy
"Hello , Kevin . I hate to do this , but I have to cancel our appointment . ",sadness
 But you agreed to go out with me at last . ,joy
"Oh , my god ! My wallet is lost . What should I do ? It drives me bonkers . ",sadness
"When I got into an argument with someone and was very abusive, but they were a close friend and I later regretted it.",sadness
"` I still feel quite peeved about it ; well , more than that really . "" ",anger
 My washing machine isn't working . ,sadness
I saw in a movie a block on which affluence and poverty existed. I saw that the rich made no attempts to help the poor.,anger
Death of the family dog.,sadness
My girlfriend who had spent 6 months abroad broke off our relationship by letter.,sadness
"I remember the day my father died. I was 11 years old and my sadness was so great that until today I remember everything about that day, from the clothes I was wearing to the reactions of people, the despair of my mother and brother. It marked me a lot and was the greatest sadness I felt.",sadness
 I like playing chess . ,neutral
 But she did and it made me disappointed . ,sadness
"But one day when the lord was off hunting the fox said : "" Friends , we are all happy and contented , but our master sometimes seems rather sad and downcast . ",sadness
 Is he ok ? ,neutral
When I was confronted by a policeman one night around 11 o'clock.  I was afraid when they threatened to take me and my girl to the gallows.,fear
When I found out that a person I went to school with had died in a car accident.,sadness
"One day my room-mate started imitating me, doing what I had done a few hours back.  I got very angry and started beating him up.",anger
 I ’ m sorry . We don't haven any . ,sadness
 He had a lot of nerve telling us our ads sucked . ,neutral
Before an oral examination - which I did not take eventually.,fear
Of course I like them ; if I didn't I 'd be utterly miserable . ,sadness
 You did ? ,neutral
 Once in a while . ,neutral
" Well , you might pinch your eyelid ! Or lose an eyeball ! ",anger
Night tweeps!! If you think the worst is over... wait for the exam results.. #Exams #AHSJuniorsExams,fear
I live with my sister now and sometimes she angers me especially when she thinks I don't keep the apt. clean enough.,anger
When someone told a secret I told them not to tell.,anger
My husband still feels very cross . ,anger
After having taken an exam i feared having failed it.,fear
"On one of our visits we found a representative of the Occidental Oil Company stranded there , looking most miserable and bedraggled in the morass of mud and pouring rain . ",sadness
` Lee and Ian have shown they have what it takes to earn first-year professional terms and I 'm delighted they 've agreed to join us . ,joy
If there were no  to hide behind I wonder if the  would cause some people to destroy themselves with ,fear
"For the Opposition , Sam Galbraith said he was particularly angry that the Government was reneging on the ballot subsidy . ",anger
When I unexpectedly received birthday greetings from a person I like.,joy
I feel angry at people's indifference at our ability to be present at an event and to stay partial to what happens.,anger
I was admited to the Chinese university of Hong Kong.  The day the results were announced I looked in the newspaper and saw my candidature number.,joy
 Like how ? ,neutral
English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad.,fear
"The day I was nearly stabbed to death by ruffians who wanted to take my money.  I refused to give them any money and they started running after me, I ran into somebody else's house to save myself.",fear
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ",neutral
"Oh , my goodness . The traffic is crawling . ",anger
 I'm afraid I can't . Parking is not allowed here . ,sadness
" Oh doctor , I feel so foolish . ",sadness
"Doctor , I slipped and fell on my way to school . The ground is so slippery from the snow . It seems I can't move my left arm now . ",sadness
Disappointed love. The girl made an end to our relationship while I thought she was in love with me.,sadness
Paddington grew more and more excited as he listened . ,joy
"In 1980 when I was in the 12th standard, we had arranged a small picnic in Kandala.  One of my closest friends wrote a small and cute poem for me, which expressed the feeling of closeness we had for each other.  I was very thrilled and I can still remember it.",joy
How do you like the pizza here ? ,joy
I'm afraid of not being able to go to the school I want because of suffering grades.,fear
"When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile.",sadness
When I was accused of having refused to do some hostel work while I was at school.  Actually I had not been allocated any work.,anger
Dotty flushed with annoyance . ,anger
Now it makes me sad to think of them growing up .  ,sadness
 I like the way that the gifts I get increasingly more lavish . ,joy
"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing.",anger
" Well , I think personal development is much more important than simply having a superior living environment . ",neutral
When my ex-boyfriend and I separated.,sadness
"After being away on a holiday for 2 months, a friend, who lived interstate, had remembered when I'd get back and phoned to welcome me home on the night of my arrival.",joy
 They both just talk about how great they are all the time . ,anger
 I'm sorry . I didn't reconfirm in time and they gave away half of the seats . ,sadness
"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me.",anger
"A patient in an anxious state is more likely to bump into , or trip over , objects ; shaking or tense hands are more likely to drop things , spill things and so on . ",fear
" Sorry , I'm very near sighted . ",sadness
 I see . ,neutral
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ",neutral
"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days.",sadness
He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon . ,anger
@nicolescherzy @nicosherzinger &  &#xA;&#xA;Add those three things up and you have a symptom called #NERVOSO &#xA;&#xA;u wanna learn [:,fear
In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.,anger
"He was court martialled but to the anger of the unpopular Governor , was acquitted . ",anger
On the way home one Friday night in the heavy rain the car acquaplanned.  I lost contact with the road surface for a few seconds.,fear
 No ... ,neutral
"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think \what others are thinking of me\"".  It was delightful to dance to one's heart content.""",joy
 Yes . ,neutral
"I could not meet my love, after having waited for a month, due to illness.",sadness
 Let me see . How about 6:30 at the gate of the club ? ,joy
When I nearly collided with another car.,fear
"This sounds really predictable and usual but it was absolutely heart-rending at the time. My first lover (I was 15) just rang up one day and announced that he had found another woman. I never saw him again and it hurt because I was positive that it was \TRUE LOVE\"" !!""",sadness
 Like what ? ,neutral
"Captain McArthur was a musical comedy aficionado , and not pleased when Mrs Kingswood spoke critically of the form . ",joy
Talking with someone I admire a lot.,joy
" Oh , no . I couldn ’ t possibly . ",neutral
" Come on , Liz . Be open-minded ! Look at my eyes , they are puffy . And my eye bags , they are dark and loose and full of lines and circles . I really hope surgery can wipe out the tired feelings . ",anger
" Wait , what are you doing ? I ’ m a married woman ! You can ’ t just try to kiss me like this ! ",fear
When my wife gave birth to a baby boy - my only son to date.,joy
 But it still hurts . I thought I loved him . ,sadness
 OK ! ,neutral
 I will . ,neutral
I simply couldn ’ t help giving him the fish-eye when I knew all that . ,anger
"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only).",anger
 Take good care of yourself . ,joy
 He ’ ll be a teenager before you know it ! Teenagers are often rebellious ! When do you mine it is a good age to have a child ? ,neutral
 maybe he is busy with his work . Just wait and try not to think about it too much ! ,neutral
 Yeah ? ,neutral
 It's unfair . ,anger
"I went to a lecture and once again it had been cancelled, this was the second time.  One had a negative attitude towards the lecturer. ",anger
That concern turned to heartbreak when they heard of his mother 's grim fate . ,sadness
When I almost fell down from some rocks because I had been acting foolishly and playing dangerously.,fear
 I am feeling happy,joy
"You must have been heartbroken . "" ",sadness
Before the exam.,fear
"I'm leaving now , mum . ",sadness
When I was six years old we were on holiday in France. There was very heavy weather then.,fear
 I know ! But it's really important to her ! Her whole life could be ruined by this man ! ,anger
 Sure . ,neutral
"When I heard about the death of Frantois Truffaut, the French motion  picture director, on the radio.  I had planned to go and see his last film.",sadness
" I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . ",sadness
"If someone mentions things like ration books , powdered egg , air raids and so on , my stomach turns over and I feel quite depressed . ",sadness
When an argument with a friend of mine over our behaviour towards another friend turned into a quarrel.   I lost my temper and nearly knocked him out.,anger
"When at very short notice I agreed to work in place of a friend who was sick, and owner of the restaurant refused to allow me a drink later in the evening (which is usually always available for workers), did not thank me, and was generally indifferent towards me - I felt I did not deserve this.",anger
 Thanks . ,joy
I was on my way home when suddenly Gule Wamkulu came from the bush and blocked the road. I was in fear and didn't know what to do.,fear
When I was informed that I had been accepted as a student of Psychology.,joy
"Last academic year I received bad news - my grand-uncle had passed away.  I felt lonely and bad because apart from the         biological ties, he was a good old friend of mine at home.",sadness
" Yeah , my head hurts , that ’ s all . I ’ Ve been in physics class all day . It ’ s killer ! ",anger
 OK . ,neutral
"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto.",joy
He said : ` Community anger is running high . ,anger
 This is it ? ,neutral
"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading.",fear
 What place ? ,neutral
"Squeezed like despondent sardines , they looked as if they were huddling for warmth . ",sadness
 Frightened ? You must be joking . ,neutral
"My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.",sadness
I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent.,anger
 Don't ask me . I don't wanna be involved in your quarrel . ,neutral
" I didn't do well in last exams . If my father knows it , he will beat me up . ",sadness
"` Are you telling me you were concerned for my soul ? "" she mocked . ",fear
My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us.,sadness
When I asked my girlfriend to marry me.,joy
"When my neighbours accused my brother of stealing their rose-bush, I was very angry as he had not touched it at all.",anger
 Of course . ,neutral
"He seemed pleased to remind us of yet more evidence of Bouilland 's humming modernity , and took us out into the sun again . ",joy
 I ’ d be afraid to jump from that height ! ,fear
"I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time.",sadness
 A second language is always difficult . ,neutral
"At first Anne felt indignant with Joe , but when she thought it over , realised the good sense of his warning . ",anger
" Oh , that's so nice of you ! Thank you very much . ",joy
I like someone who does not like me and was rude to me.,sadness
 Why should I wear a skirt ? Or a dress ? ,anger
"He pressed himself back once more against the wall , panting with excitement . ",joy
"Last night I had a chat with a fellow student.  I had known her for about half a year, and for the first time we were speaking \the same language\""- meaning an inspiring discussion and encounter.""",joy
"I was joyful when I received a present (2 books and a pencil) from the headmaster in standard 6 because I had passed, I became No 1 and he said I was one of the pupils who had good behaviour.",joy
I have two finals this week and one oral presentation and I'm not ready for any of them ! ,fear
" No , why ? ",neutral
 Fine . ,neutral
She was still feeling a little anxious when she thought of all she would have to do before she could get to bed that night . ,fear
" No , there is an updated virgin , three minutes video date . I know an online dating website providing such service with a microphone and webcam , you can sigh for it . You can be face-to-face with a guy talking for maximum three minutes . ",neutral
" Don ’ t worry about it , I ’ ll call my friend and have him take care of it . I can ’ t believe he was stalking you all these years . What a nut job ! ",neutral
 Yes . ,neutral
